"","mean_sampling","cors_true","cors_est","cors_est_lb","cors_est_ub","evs_true","evs_est","evs_est_lb","evs_est_ub","a","b"
"1",90.3134328923188,0.786436538338106,0.998100202572951,0,0,6.58572604670619e-05,0.996116726235879,0,0,9.73585218167864,2.46646095719188
"2",61.2008745251223,0.771018176940893,0.996715051334639,0,0,0.000148472108445694,0.993219001274414,0,0,9.23707241332158,4.53313505346887
"3",70.2405905304477,0.873863016392037,0.998330372677694,0,0,0.000166631081541895,0.99658586797779,0,0,6.64368708222173,7.25199773069471
"4",22.4942982741632,0.719855074001035,0.989753335687105,0,0,0.0010074138085098,0.977977971760184,0,0,3.58193056774326,2.65479577519
"5",65.6865918585099,0.9461150981857,0.999199090990681,0,0,0.000201189665406334,0.998358761985157,0,0,1.91393890674226,1.5914281879086
"6",74.6009446498938,0.861523452716293,0.998306767510817,0,0,0.00011604034353051,0.99652146327345,0,0,7.13297166093253,5.29882101342082
"7",42.2770938286558,0.730578309458974,0.994801002896767,0,0,0.000217810469532432,0.989063700863653,0,0,9.52216135640629,2.90856833127327
"8",99.9947039552499,0.871192373209229,0.998665161467706,0,0,8.99271697729552e-05,0.997287909513788,0,0,8.470227799844,8.54746893397532
"9",26.1204998679459,0.572976467530576,0.988455641702887,0,0,0.0005218890585666,0.975348683497286,0,0,6.3889823013451,1.35743944416754
"10",37.8018967832904,0.805700212704837,0.994661087692928,0,0,0.000436111652070363,0.988887680389215,0,0,5.5499575342983,8.73030123789795
"11",54.5311432362068,0.744705755708555,0.99634836734169,0,0,0.000220367181317817,0.992415217804748,0,0,8.96947340504266,4.92111512902193
"12",58.7549566915259,0.76058247292208,0.997229469003466,0,0,0.000188934288573144,0.994296928076838,0,0,8.20825810078532,7.78557412559167
"13",53.4269767645746,0.939420898629148,0.99897640044488,0,0,0.00028581269244941,0.997852878240787,0,0,1.21705951425247,3.69130413001403
"14",82.532198288478,0.904426634794432,0.998897602337547,0,0,0.000111880831869756,0.997756900976833,0,0,5.74099232046865,7.6432469538413
"15",18.7986698374152,0.774509713939643,0.994766593822424,0,0,0.00157834754034833,0.988143881822296,0,0,2.24947258643806,5.99526481726207
"16",89.1923237843439,0.837428989225273,0.998651927975799,0,0,0.000100406692108308,0.997251184786857,0,0,4.83500053710304,1.77840931597166
"17",31.4677019149531,0.824939339865131,0.996924171662442,0,0,0.000641651957728693,0.993265166429474,0,0,3.1161901159212,5.38830794254318
"18",39.6466370455455,0.815612417813416,0.994693875540051,0,0,0.000368399291099207,0.988956983281373,0,0,6.59768531378359,9.93642906891182
"19",86.7931137687992,0.85192667085374,0.998437367729812,0,0,9.96409137101055e-05,0.996795273332979,0,0,6.2828599892091,5.68752009281889
"20",4.08656208426692,0.402106538501607,0.899273508315915,0,0,0.00522278011461414,0.722166588385169,0,0,8.49643379077315,7.7368368790485
"21",68.6769630585331,0.879359678650862,0.998086177069397,0,0,0.000169026873867848,0.996053644396778,0,0,6.10791344684549,6.9075736659579
"22",60.6373981465586,0.739416513933014,0.995922458808295,0,0,0.000144859704908557,0.991622360543843,0,0,8.02274355222471,1.6812360601034
"23",3.8416213572491,0.278746150599031,0.888509987654251,0,0,0.00687050473216,0.690928891674953,0,0,8.13162978854962,5.81741125695407
"24",39.1260756382253,0.790763417072566,0.996274389138257,0,0,0.000455065713508327,0.992070988099942,0,0,4.08933247928508,5.83035251521505
"25",85.4967294388916,0.80631827905657,0.998311237206876,0,0,7.57616352473031e-05,0.996525772356213,0,0,5.98087104433216,1.28534976276569
"26",2.55651087360457,0.404969491007418,0.900452668961458,0,0,0.0193417204001637,0.71768900240565,0,0,3.24273558473215,6.3029893769417
"27",58.2841377346776,0.607046520279013,0.994583004593554,0,0,0.000127825396232654,0.988856028023114,0,0,8.89283300191164,1.07354240980931
"28",92.0328537591267,0.822076568957276,0.998290066807199,0,0,8.01950837360629e-05,0.996499136733493,0,0,9.82953099068254,4.64662092830986
"29",16.0794896620791,0.599680749352599,0.984949658308504,0,0,0.00150747652549983,0.966396995443241,0,0,7.57919160742313,9.63468198175542
"30",69.4722825833596,0.881999694388332,0.99860485512719,0,0,0.000145713401633055,0.997121322544956,0,0,5.32374572148547,3.39141142368317
"31",50.0243581044488,0.816476386797521,0.996771181976396,0,0,0.000232046192191335,0.993304101794661,0,0,6.67739677918144,5.87792691309005
"32",81.6856751127634,0.875877116579423,0.998930689393289,0,0,0.000104763345975623,0.997792444191025,0,0,4.23934149136767,7.16897911624983
"33",38.3516982418951,0.465686857102249,0.988112740440388,0,0,0.000388498175874367,0.975280543268263,0,0,9.36547477752902,2.09682520269416
"34",78.2156370084267,0.868799561588877,0.998560255421822,0,0,0.000101370814190194,0.997048121287421,0,0,7.25745180575177,8.46314472705126
"35",2.3242025275249,0.389281628392959,0.875985300646145,0,0,0.0211508624034745,0.646578326134346,0,0,2.83529275935143,5.74292243178934
"36",67.2571645271964,0.797337508042246,0.997240514852655,0,0,0.000121201674130615,0.994346552284207,0,0,9.10181495989673,5.37853162176907
"37",94.8398138806224,0.910989636606485,0.999305365335474,0,0,8.7090211166586e-05,0.998574393970538,0,0,3.05745624285191,8.01007038285024
"38",67.4894862424117,0.850869939712045,0.997624373018028,0,0,0.000117958097818725,0.99513850730908,0,0,9.45147811644711,6.45057530445047
"39",56.711911649676,0.848766424947492,0.997376213462741,0,0,0.000222603405020758,0.99456562374328,0,0,5.18898871168494,2.59972749906592
"40",32.8508739937097,0.788041671581573,0.994534601355822,0,0,0.000549658497923488,0.98839729390188,0,0,4.166105896933,3.84574946132489
"41",62.6444513548631,0.835070110579904,0.997198820649233,0,0,0.000205766849613945,0.994259066134656,0,0,9.39406592911109,9.43101614108309
"42",58.5218195281923,0.785698695862036,0.996128271749443,0,0,0.000180900725328369,0.991994685362102,0,0,8.41461132420227,5.60263933381066
"43",17.7560968634207,0.416037668559513,0.974385652174653,0,0,0.00105623879456145,0.944432532772022,0,0,9.18955117766745,5.28689090395346
"44",36.1950012336019,0.851505150391734,0.997035613043684,0,0,0.000520105848422524,0.993666154402837,0,0,2.48899370268919,3.08788055018522
"45",30.7896650449838,0.772618721453508,0.995157685877012,0,0,0.000658755858547112,0.989793987709587,0,0,2.43615870713256,7.3952472449746
"46",58.4365190265235,0.894568027318192,0.998275204376302,0,0,0.000199638867292533,0.99642012897092,0,0,5.18802048242651,6.65181021089666
"47",99.8155241159257,0.893628382782772,0.999391324884418,0,0,8.89534296265657e-05,0.998758234519023,0,0,4.30094270664267,4.35223862761632
"48",94.8113756547682,0.95388202356935,0.999281552453886,0,0,9.58211141136654e-05,0.998544699410867,0,0,3.04644080228172,7.18842186266556
"49",55.8643833915703,0.800926275070548,0.997896269862873,0,0,0.000227064601852588,0.995612288072024,0,0,6.11779626179487,7.00109770940617
"50",14.2198063712567,0.75028278172192,0.993992909257329,0,0,0.00265861008510969,0.985574577632325,0,0,1.36480864579789,5.2572508493904
"51",38.0933701004833,0.577812477986018,0.991714344368205,0,0,0.000529152218454013,0.982699811578919,0,0,8.9917205539532,9.49110996327363
"52",20.280371684581,0.63413086823625,0.98926167440247,0,0,0.000827906386189927,0.976031357160562,0,0,7.083443202544,5.88471756014042
"53",22.2606143592857,0.539839060397855,0.985041981215688,0,0,0.00105521686709926,0.967948083320195,0,0,8.75779226887971,6.10308451298624
"54",38.5678921926301,0.632754814009766,0.994221605424987,0,0,0.000269850101653717,0.987780677310961,0,0,9.1764335075859,5.93932531145401
"55",97.5228425764944,0.889739716670126,0.998823894294599,0,0,8.32615284180553e-05,0.997607018323055,0,0,6.51531281834468,7.76859395089559
"56",44.9221956238616,0.859525331682176,0.998392621786306,0,0,0.000356715334179688,0.99663616757124,0,0,2.2848115619272,8.77299134992063
"57",6.63407988520339,0.459170353959027,0.948840878706461,0,0,0.00604712087576813,0.872174025893013,0,0,4.70529035711661,6.51785503909923
"58",46.9579894770868,0.744981225543054,0.99570389957858,0,0,0.000182714335805809,0.991067955940739,0,0,7.66902110702358,1.69576256885193
"59",90.4203735757619,0.883691949540655,0.999145741326989,0,0,0.000110542999679336,0.998258450357675,0,0,2.64693959336728,9.15885838121176
"60",41.4773788778111,0.770941736218918,0.994784164380544,0,0,0.000491194446455064,0.989172863729598,0,0,7.26368993450888,9.81642260565422
"61",74.9611547782551,0.671468970519067,0.99683608348558,0,0,7.40169644641263e-05,0.993481417391938,0,0,7.60545329400338,1.11137017561123
"62",73.2348107506987,0.738603519912467,0.996960247691967,0,0,0.000117889935561676,0.993783879832099,0,0,7.00012022862211,1.76817213720642
"63",35.2613670756109,0.789740232929363,0.994569184039813,0,0,0.000450694922480775,0.988623317477202,0,0,5.97608525841497,4.16595220635645
"64",60.3885995019227,0.928034891144018,0.99887895700238,0,0,0.000245169428555354,0.997711946316043,0,0,2.69817092339508,1.27280667843297
"65",12.0460077491589,0.640566452427085,0.978163809601837,0,0,0.00344579559988226,0.949070642066763,0,0,4.14236756763421,8.80106781702489
"66",87.6424473673105,0.918288541543412,0.999366763408421,0,0,0.000106114520633894,0.998705939976533,0,0,2.52534765540622,1.16808836022392
"67",53.8223190910649,0.883805745719427,0.998473420572349,0,0,0.000255431576406811,0.996837775004021,0,0,2.93467543879524,4.30309835192747
"68",16.7828469602391,0.782023847650311,0.993756028267041,0,0,0.00187726817249328,0.986121926280414,0,0,2.27170225908048,4.91952833835967
"69",56.626702841837,0.791005937200694,0.9968990617188,0,0,0.000254762595592372,0.993604707788783,0,0,5.99790671351366,3.75440536648966
"70",12.0994724435732,0.566289948934337,0.982410659546982,0,0,0.00149302611325332,0.956762960307661,0,0,6.18741404032335,9.48324073292315
"71",93.8110622416716,0.909847912268333,0.99911331779021,0,0,9.63927584016735e-05,0.998189229979904,0,0,4.68644662131555,3.48672184976749
"72",88.6672118229326,0.810450132726029,0.998327230748687,0,0,6.94118357039963e-05,0.996586560168743,0,0,7.10505894897506,2.47980039566755
"73",2.19478558422998,0.181564502449544,0.762042437503883,0,0,0.0117337453978219,0.483657182322653,0,0,9.72293738927692,8.11305668554269
"74",50.5868570609018,0.71202525243337,0.995882850312253,0,0,0.000244081246081432,0.991502433972107,0,0,5.27394919306971,1.61570821236819
"75",41.0726572959684,0.76650431840251,0.995367246203559,0,0,0.000372736438496527,0.990247828442529,0,0,6.36678261077031,9.82504535024054
"76",43.7107477171812,0.740813982852867,0.996387870121467,0,0,0.000238356416823393,0.992308202171107,0,0,6.52613881742582,9.54663800774142
"77",25.9134661261924,0.625168794056564,0.991204443803468,0,0,0.000536676775897681,0.980963921203437,0,0,5.67274387250654,2.20772766182199
"78",79.3717775850091,0.798523397299855,0.998287288202779,0,0,9.18913052513455e-05,0.996478581889659,0,0,9.5739260436967,1.62771700066514
"79",8.73144010594115,0.443537605544671,0.946509246183562,0,0,0.00246206736981903,0.879229086665635,0,0,8.82350049517117,3.67651162785478
"80",50.6449163353536,0.888648567442775,0.997628427156113,0,0,0.000252733252023445,0.995060844027266,0,0,5.10696551948786,6.74974089954048
"81",67.4508298709989,0.871148458329513,0.998824036546294,0,0,0.00015508938958465,0.997575323870438,0,0,3.9293261365965,8.87212270637974
"82",11.5284449467435,0.3408570739598,0.966754615861801,0,0,0.00117101727385164,0.921325761380834,0,0,6.64707805449143,1.28083354514092
"83",45.410145721864,0.862851952015,0.997976500289368,0,0,0.000371092825034962,0.995779890613562,0,0,2.57994967349805,2.885366353672
"84",55.722871345235,0.720987853862775,0.996618414994957,0,0,0.000211513373179077,0.993059834616598,0,0,9.31738798343576,6.22931549069472
"85",33.7441477226093,0.817014621026531,0.995334569343636,0,0,0.000449237318739306,0.990094951939979,0,0,5.3886233472731,3.37094102869742
"86",26.1095637998078,0.822540656917073,0.994985559648463,0,0,0.000801421891499611,0.988941795658829,0,0,3.83338900189847,4.64260452566668
"87",68.4609286845662,0.649181121468399,0.996854097511373,0,0,0.000115933792778821,0.993477883859433,0,0,9.98052697186358,5.13330211094581
"88",54.4310687333345,0.869727362778288,0.998243539208703,0,0,0.0002230333780329,0.996304069407953,0,0,4.28806922025979,7.40955424425192
"89",64.1928008783143,0.786893728156023,0.99739829965626,0,0,0.000213618465395083,0.994674494319474,0,0,7.13598870183341,3.37376940972172
"90",11.6547557096928,0.667136008410445,0.985392423309032,0,0,0.00286705299310985,0.966994639117353,0,0,2.5680329373572,9.89629648928531
"91",2.60158848692663,0.215821355498506,0.811082761511943,0,0,0.0197169076949342,0.556655144370338,0,0,4.05650121415965,6.58475736808032
"92",89.4302505787928,0.887949224061757,0.998963867400926,0,0,9.48241570028374e-05,0.997874879542501,0,0,5.35701981722377,7.72444725688547
"93",68.8712811619043,0.808997040751895,0.998146411061935,0,0,0.000104983223760749,0.996144968894902,0,0,5.53692643670365,1.22232219902799
"94",68.5676182126626,0.794741561193097,0.997067854458294,0,0,0.000172451554877133,0.993990740111292,0,0,9.87510209484026,7.73967907135375
"95",15.5883995459881,0.387070502711038,0.976022591742765,0,0,0.00117967311387805,0.946266098343671,0,0,9.08983575971797,5.3672529978212
"96",33.7372262675781,0.811947645275488,0.995114686794281,0,0,0.000523356430801655,0.989878219151601,0,0,4.56860895454884,8.03544711438008
"97",92.6734686668497,0.861723495019773,0.99855613162823,0,0,7.43221284255138e-05,0.997055517113138,0,0,6.43859108351171,1.79887496051379
"98",72.3953540159855,0.931236465022599,0.998971303674833,0,0,0.000157907529354481,0.997888402531949,0,0,3.27957102959044,7.79895164514892
"99",37.0394364038948,0.886044846991384,0.997194378879819,0,0,0.000493491974804167,0.994098876089452,0,0,2.10275168181397,8.38074316736311
"100",25.2177016902715,0.716066523376537,0.98963709678757,0,0,0.000738487916756672,0.97765854348129,0,0,8.92085274658166,8.56749764666893
